Название раздела;Название раздела;Название раздела;Название товара;Артикул товара;Артикул родительского товара;Цена товара;Название производителя;Файл изображения для товара;Цвет;Размер;Состав;Сезон;Описание товара;Дополнительное изображение № 1;Дополнительное изображение № 2;Дополнительное изображение № 3;Дополнительное изображение № 4;Дополнительное изображение № 5;Дополнительное изображение № 6;"Склад ""Основной""";Флаг индексации;Новые поступления;
;;;Куртка;53785-M;53785;4600;Tommy Hilfiger;;Бежевый;                M;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;53785-L;53785;4600;Tommy Hilfiger;;Бежевый;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;53785-XL;53785;4600;Tommy Hilfiger;;Бежевый;               XL;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;53785-XXL;53785;4600;Tommy Hilfiger;;Бежевый;             XXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Куртки;Tommy Hilfiger;Куртка;57746;;4600;Tommy Hilfiger;/upload/import/IMG_0159copy1.jpg;Мультиколор;;100% нейлон;Демисезон;;/upload/import/IMG_0160copy1.jpg;/upload/import/IMG_0161copy1.jpg;/upload/import/IMG_0162copy1.jpg;/upload/import/IMG_0163copy1.jpg;;;2;1;1;
;;;Куртка;57746-S;57746;4600;Tommy Hilfiger;;Мультиколор;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;57746-M;57746;4600;Tommy Hilfiger;;Мультиколор;                M;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;57746-L;57746;4600;Tommy Hilfiger;;Мультиколор;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;57746-XL;57746;4600;Tommy Hilfiger;;Мультиколор;               XL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Куртки;Tommy Hilfiger;Куртка;98918;;3600;Tommy Hilfiger;/upload/import/IMG_0153 copy1.jpg;Синий;;100% хлопок;Демисезон;;/upload/import/IMG_0155 copy1.jpg;/upload/import/IMG_0156 copy1.jpg;/upload/import/IMG_0157 copy1.jpg;;;;2;0;1;
;;;Куртка;98918-S;98918;3600;Tommy Hilfiger;;Синий;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;98918-M;98918;3600;Tommy Hilfiger;;Синий;                M;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;98918-XL;98918;3600;Tommy Hilfiger;;Синий;               XL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Куртки;Tommy Hilfiger;Куртка;640195;;3600;Tommy Hilfiger;/upload/import/IMG_0149 copy1.jpg;Голубой;;100% хлопок;Демисезон;;/upload/import/IMG_0150 copy1.jpg;/upload/import/IMG_0151 copy1.jpg;/upload/import/IMG_0152 copy1.jpg;;;;2;1;1;
;;;Куртка;640195-M;640195;3600;Tommy Hilfiger;;Голубой;                M;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;640195-L;640195;3600;Tommy Hilfiger;;Голубой;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;640195-XL;640195;3600;Tommy Hilfiger;;Голубой;               XL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Куртки;Tommy Hilfiger;Куртка;847059;;4600;Tommy Hilfiger;/upload/import/IMG_0103 copy1.jpg;Зеленый;;100% хлопок;Демисезон;;/upload/import/IMG_0104 copy1.jpg;/upload/import/IMG_0105 copy1.jpg;/upload/import/IMG_0106 copy1.jpg;/upload/import/IMG_0107 copy1.jpg;;;2;1;1;
;;;Куртка;847059-S;847059;4600;Tommy Hilfiger;;Зеленый;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;847059-M;847059;4600;Tommy Hilfiger;;Зеленый;                M;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;847059-L;847059;4600;Tommy Hilfiger;;Зеленый;                 L;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Куртки;Tommy Hilfiger;Куртка;537416;;4600;Tommy Hilfiger;/upload/import/IMG_0095 copy1.jpg;Синий;;100% хлопок;Демисезон;;/upload/import/IMG_0096 copy1.jpg;/upload/import/IMG_0097 copy1.jpg;/upload/import/IMG_0098 copy1.jpg;/upload/import/IMG_0099 copy1.jpg;;;2;1;1;
;;;Куртка;537416-S;537416;4600;Tommy Hilfiger;;Синий;                S;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;537416-M;537416;4600;Tommy Hilfiger;;Синий;                M;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;537416-L;537416;4600;Tommy Hilfiger;;Синий;                 L;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Куртки;Tommy Hilfiger;Куртка;62435;;4600;Tommy Hilfiger;/upload/import/IMG_0086 copy1.jpg;Синий;;75% хлопок 25% нейлон;Демисезон;;/upload/import/IMG_0087 copy1.jpg;/upload/import/IMG_0088 copy1.jpg;/upload/import/IMG_0089 copy1.jpg;/upload/import/IMG_0090 copy1.jpg;;;2;1;1;
;;;Куртка;62435-M;62435;4600;Tommy Hilfiger;;Синий;                M;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;62435-L;62435;4600;Tommy Hilfiger;;Синий;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;62435-XL;62435;4600;Tommy Hilfiger;;Синий;               XL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Куртки;Tommy Hilfiger;Куртка;847056;;4600;Tommy Hilfiger;/upload/import/IMG_0080 copy1.jpg;Голубой;;100% хлопок;Демисезон;;/upload/import/IMG_0081 copy1.jpg;/upload/import/IMG_0082 copy1.jpg;/upload/import/IMG_0083 copy1.jpg;/upload/import/IMG_0084 copy1.jpg;;;2;1;1;
;;;Куртка;847056-S;847056;4600;Tommy Hilfiger;;Голубой;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;847056-M;847056;4600;Tommy Hilfiger;;Голубой;                M;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;847056-L;847056;4600;Tommy Hilfiger;;Голубой;                 L;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Куртки;Tommy Hilfiger;Куртка;56409;;4600;Tommy Hilfiger;/upload/import/IMG_0074 copy1.jpg;Синий;;100% хлопок;Демисезон;;/upload/import/IMG_0075 copy1.jpg;/upload/import/IMG_0076 copy1.jpg;/upload/import/IMG_0077 copy1.jpg;/upload/import/IMG_0078 copy1.jpg;;;2;1;1;
;;;Куртка;56409-M;56409;4600;Tommy Hilfiger;;Синий;                M;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;56409-L;56409;4600;Tommy Hilfiger;;Синий;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Куртка;56409-XXL;56409;4600;Tommy Hilfiger;;Синий;             XXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Кофты, кардиганы;Tommy Hilfiger;Кардиган;385416;;2750;Tommy Hilfiger;/upload/import/IMG_0196 copy1.jpg;Синий;;100% хлопок;Демисезон;;/upload/import/IMG_0197 copy1.jpg;/upload/import/IMG_0198 copy1.jpg;/upload/import/IMG_0199 copy1.jpg;;;;2;1;1;
;;;Кардиган;385416-L;385416;2750;Tommy Hilfiger;;Синий;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Кардиган;385416-XXL;385416;2750;Tommy Hilfiger;;Синий;            XXL;;Демисезон;;;;;;;;2;0;0;
;;;Кардиган;385416-XXXL;385416;2750;Tommy Hilfiger;;Синий;          XXXL;;Демисезон;;;;;;;;2;0;0;
;;;Кардиган;385416-XXXXL;385416;2750;Tommy Hilfiger;;Синий;       XXXXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Футболки-поло;Tommy Hilfiger;Футболки-поло;576706;;2450;Tommy Hilfiger;/upload/import/IMG_0320 copy1.jpg;Оранжевый;;100% хлопок;Демисезон;;/upload/import/IMG_0321 copy1.jpg;/upload/import/IMG_0322 copy1.jpg;/upload/import/IMG_0323 copy1.jpg;;;;2;1;1;
;;;Футболки-поло;576706-M;576706;2450;Tommy Hilfiger;;Оранжевый;                M;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;576706-L;576706;2450;Tommy Hilfiger;;Оранжевый;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;576706-XL;576706;2450;Tommy Hilfiger;;Оранжевый;               XL;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;576706-XXL;576706;2450;Tommy Hilfiger;;Оранжевый;            XXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Футболки-поло;Tommy Hilfiger;Футболки-поло;74304;;2450;Tommy Hilfiger;/upload/import/IMG_0324 copy1.jpg;Полоска;;100% хлопок;Демисезон;;/upload/import/IMG_0326 copy1.jpg;/upload/import/IMG_0327 copy1.jpg;/upload/import/IMG_0328 copy1.jpg;;;;2;1;1;
;;;Футболки-поло;74304-M;74304;2450;Tommy Hilfiger;;Полоска;                M;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;74304-L;74304;2450;Tommy Hilfiger;;Полоска;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;74304-XL;74304;2450;Tommy Hilfiger;;Полоска;               XL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Футболки-поло;Tommy Hilfiger;Футболки-поло;2297;;2450;Tommy Hilfiger;/upload/import/IMG_0335 copy1.jpg;Полоска;;100% хлопок;Демисезон;;/upload/import/IMG_0339 copy1.jpg;/upload/import/IMG_0340 copy1.jpg;/upload/import/IMG_0341 copy1.jpg;;;;2;1;1;
;;;Футболки-поло;2297-S;2297;2450;Tommy Hilfiger;;Полоска;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;2297-M;2297;2450;Tommy Hilfiger;;Полоска;                M;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;2297-L;2297;2450;Tommy Hilfiger;;Полоска;                 L;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Футболки-поло;Tommy Hilfiger;Футболки-поло;576590;;2450;Tommy Hilfiger;/upload/import/IMG_0331 copy1.jpg;Зеленый;;100% хлопок;Демисезон;;/upload/import/IMG_0332 copy1.jpg;/upload/import/IMG_0333 copy1.jpg;/upload/import/IMG_0334 copy1.jpg;;;;2;1;1;
;;;Футболки-поло;576590-L;576590;2450;Tommy Hilfiger;;Зеленый;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;576590-XL;576590;2450;Tommy Hilfiger;;Зеленый;               XL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Футболки-поло;Tommy Hilfiger;Футболки-поло;149785;;2450;Tommy Hilfiger;/upload/import/IMG_0308 copy1.jpg;Желтый;;100% хлопок;Демисезон;;/upload/import/IMG_0311 copy1.jpg;/upload/import/IMG_0312 copy1.jpg;/upload/import/IMG_0313 copy1.jpg;;;;2;1;1;
;;;Футболки-поло;149785-L;149785;2450;Tommy Hilfiger;;Желтый;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;149785-XL;149785;2450;Tommy Hilfiger;;Желтый;               XL;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;149785-XXL;149785;2450;Tommy Hilfiger;;Желтый;            XXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Футболки-поло;Tommy Hilfiger;Футболки-поло;389785;;2450;Tommy Hilfiger;/upload/import/IMG_0315 copy1.jpg;Желтый;;100% хлопок;Демисезон;;/upload/import/IMG_0316 copy1.jpg;/upload/import/IMG_0317 copy1.jpg;/upload/import/IMG_0318 copy1.jpg;;;;2;1;1;
;;;Футболки-поло;389785-M;389785;2450;Tommy Hilfiger;;Желтый;                M;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;389785-L;389785;2450;Tommy Hilfiger;;Желтый;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;389785-XL;389785;2450;Tommy Hilfiger;;Желтый;               XL;;Демисезон;;;;;;;;2;0;0;
;;;Футболки-поло;389785-XXL;389785;2450;Tommy Hilfiger;;Желтый;            XXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Толстовки;Tommy Hilfiger;Толстовка;760737;;2750;Tommy Hilfiger;/upload/import/IMG_0262 copy1.jpg;Желтый;;100% хлопок;Демисезон;;/upload/import/IMG_0264 copy1.jpg;/upload/import/IMG_0265 copy1.jpg;/upload/import/IMG_0266 copy1.jpg;;;;2;1;1;
;;;Толстовка;760737-M;760737;2750;Tommy Hilfiger;;Желтый;                M;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;760737-L;760737;2750;Tommy Hilfiger;;Желтый;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;760737-XL;760737;2750;Tommy Hilfiger;;Желтый;               XL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Толстовки;Tommy Hilfiger;Толстовка;968431;;2750;Tommy Hilfiger;/upload/import/IMG_0298 copy1.jpg;Мультиколор;;100% хлопок;Демисезон;;/upload/import/IMG_0300 copy1.jpg;/upload/import/IMG_0301 copy1.jpg;/upload/import/IMG_0302 copy1.jpg;;;;2;1;1;
;;;Толстовка;968431-S;968431;2750;Tommy Hilfiger;;Мультиколор;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;968431-M;968431;2750;Tommy Hilfiger;;Мультиколор;                M;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;968431-L;968431;2750;Tommy Hilfiger;;Мультиколор;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;968431-XL;968431;2750;Tommy Hilfiger;;Мультиколор;               XL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Толстовки;Tommy Hilfiger;Толстовка;968038;;2750;Tommy Hilfiger;/upload/import/IMG_0293 copy1.jpg;Мультиколор;;100% хлопок;Демисезон;;/upload/import/IMG_0295 copy1.jpg;/upload/import/IMG_0296 copy1.jpg;/upload/import/IMG_0297 copy1.jpg;;;;2;1;1;
;;;Толстовка;968038-S;968038;2750;Tommy Hilfiger;;Мультиколор;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;968038-M;968038;2750;Tommy Hilfiger;;Мультиколор;                M;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;968038-L;968038;2750;Tommy Hilfiger;;Мультиколор;                 L;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Толстовки;Tommy Hilfiger;Толстовка;849154;;2750;Tommy Hilfiger;/upload/import/IMG_0304 copy1.jpg;Бирюзовый;;100% хлопок;Демисезон;;/upload/import/IMG_0305 copy1.jpg;/upload/import/IMG_0306 copy1.jpg;/upload/import/IMG_0307 copy1.jpg;;;;2;1;1;
;;;Толстовка;849154-S;849154;2750;Tommy Hilfiger;;Бирюзовый;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;849154-M;849154;2750;Tommy Hilfiger;;Бирюзовый;                M;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;849154-L;849154;2750;Tommy Hilfiger;;Бирюзовый;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;849154-XL;849154;2750;Tommy Hilfiger;;Бирюзовый;               XL;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;849154-XXL;849154;2750;Tommy Hilfiger;;Бирюзовый;            XXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Свитеры, джемперы;Tommy Hilfiger;Свитер;509416;;2750;Tommy Hilfiger;/upload/import/IMG_0267 copy1.jpg;Мультиколор;;78% шерасть 22% нейлон;Демисезон;;/upload/import/IMG_0270 copy1.jpg;/upload/import/IMG_0271 copy1.jpg;/upload/import/IMG_0272 copy1.jpg;;;;2;1;1;
;;;Свитер;509416-M;509416;2750;Tommy Hilfiger;;Мультиколор;                M;;Демисезон;;;;;;;;2;0;0;
;;;Свитер;509416-L;509416;2750;Tommy Hilfiger;;Мультиколор;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Свитер;509416-XL;509416;2750;Tommy Hilfiger;;Мультиколор;               XL;;Демисезон;;;;;;;;2;0;0;
;;;Свитер;509416-XXL;509416;2750;Tommy Hilfiger;;Мультиколор;            XXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Свитеры, джемперы;Tommy Hilfiger;Пуловер;865409;;2750;Tommy Hilfiger;/upload/import/IMG_0273 copy1.jpg;Синий;;100% хлопок;Демисезон;;/upload/import/IMG_0275 copy1.jpg;/upload/import/IMG_0276 copy1.jpg;/upload/import/IMG_0277 copy1.jpg;;;;2;1;1;
;;;Пуловер;865409-L;865409;2750;Tommy Hilfiger;;Синий;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Пуловер;865409-XL;865409;2750;Tommy Hilfiger;;Синий;               XL;;Демисезон;;;;;;;;2;0;0;
;;;Пуловер;865409-XXL;865409;2750;Tommy Hilfiger;;Синий;            XXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Свитеры, джемперы;Tommy Hilfiger;Пуловер;660711;;2750;Tommy Hilfiger;/upload/import/IMG_0279 copy1.jpg;Желтый;;100% хлопок;Демисезон;;/upload/import/IMG_0280 copy1.jpg;/upload/import/IMG_0281 copy1.jpg;/upload/import/IMG_0282 copy1.jpg;;;;2;1;1;
;;;Пуловер;660711-S;660711;2750;Tommy Hilfiger;;Желтый;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Пуловер;660711-M;660711;2750;Tommy Hilfiger;;Желтый;                M;;Демисезон;;;;;;;;2;0;0;
;;;Пуловер;660711-L;660711;2750;Tommy Hilfiger;;Желтый;                 L;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Свитеры, джемперы;Tommy Hilfiger;Пуловер;127649;;2750;Tommy Hilfiger;/upload/import/IMG_0283 copy1.jpg;Красный;;100% хлопок;Демисезон;;/upload/import/IMG_0285 copy1.jpg;/upload/import/IMG_0286 copy1.jpg;/upload/import/IMG_0287 copy1.jpg;;;;2;1;1;
;;;Пуловер;127649-S;127649;2750;Tommy Hilfiger;;Красный;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Пуловер;127649-L;127649;2750;Tommy Hilfiger;;Красный;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Пуловер;127649-XL;127649;2750;Tommy Hilfiger;;Красный;               XL;;Демисезон;;;;;;;;2;0;0;
;;;Пуловер;127649-XXL;127649;2750;Tommy Hilfiger;;Красный;            XXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Свитеры, джемперы;Tommy Hilfiger;Пуловер;129370;;2750;Tommy Hilfiger;/upload/import/IMG_0288 copy1.jpg;Серый;;100% хлопок;Демисезон;;/upload/import/IMG_0290 copy1.jpg;/upload/import/IMG_0291 copy1.jpg;/upload/import/IMG_0292 copy1.jpg;;;;2;1;1;
;;;Пуловер;129370-S;129370;2750;Tommy Hilfiger;;Серый;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Пуловер;129370-M;129370;2750;Tommy Hilfiger;;Серый;                M;;Демисезон;;;;;;;;2;0;0;
;;;Пуловер;129370-L;129370;2750;Tommy Hilfiger;;Серый;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Пуловер;129370-XL;129370;2750;Tommy Hilfiger;;Серый;               XL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Толстовки;Tommy Hilfiger;Толстовка;849231;;2750;Tommy Hilfiger;/upload/import/IMG_0258 copy1.jpg;Мультиколор;;85% хлопок 15% полиэстер;Демисезон;;/upload/import/IMG_0259 copy1.jpg;/upload/import/IMG_0260 copy1.jpg;/upload/import/IMG_0261 copy1.jpg;;;;2;1;1;
;;;Толстовка;849231-M;849231;2750;Tommy Hilfiger;;Мультиколор;                M;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;849231-XL;849231;2750;Tommy Hilfiger;;Мультиколор;               XL;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;849231-XXL;849231;2750;Tommy Hilfiger;;Мультиколор;            XXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Толстовки;Tommy Hilfiger;Толстовка;838611;;2750;Tommy Hilfiger;/upload/import/IMG_0245 copy1.jpg;Мультиколор;;100% хлопок;Демисезон;;/upload/import/IMG_0246 copy1.jpg;/upload/import/IMG_0247 copy1.jpg;/upload/import/IMG_0248 copy1.jpg;;;;2;1;1;
;;;Толстовка;838611-M;838611;2750;Tommy Hilfiger;;Мультиколор;                M;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;838409;;2750;Tommy Hilfiger;/upload/import/IMG_0252 copy1.jpg;Мультиколор;;100% хлопок;Демисезон;;/upload/import/IMG_0253 copy1.jpg;/upload/import/IMG_0254 copy1.jpg;/upload/import/IMG_0255 copy1.jpg;;;;2;1;1;
;;;Толстовка;838409-S;838409;2750;Tommy Hilfiger;;Мультиколор;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;838409-M;838409;2750;Tommy Hilfiger;;Мультиколор;                M;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;838409-L;838409;2750;Tommy Hilfiger;;Мультиколор;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;838409-XL;838409;2750;Tommy Hilfiger;;Мультиколор;               XL;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;838409-XXL;838409;2750;Tommy Hilfiger;;Мультиколор;            XXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Толстовки;Tommy Hilfiger;Толстовка;838431;;2750;Tommy Hilfiger;/upload/import/IMG_0232 copy1.jpg;Мультиколор;;100% хлопок;Демисезон;;/upload/import/IMG_0234 copy1.jpg;/upload/import/IMG_0235 copy1.jpg;/upload/import/IMG_0236 copy1.jpg;;;;2;1;1;
;;;Толстовка;838431-S;838431;2750;Tommy Hilfiger;;Мультиколор;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;838431-M;838431;2750;Tommy Hilfiger;;Мультиколор;                M;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;838431-L;838431;2750;Tommy Hilfiger;;Мультиколор;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;838431-XL;838431;2750;Tommy Hilfiger;;Мультиколор;               XL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Толстовки;Tommy Hilfiger;Толстовка;838326;;2750;Tommy Hilfiger;/upload/import/IMG_0238 copy1.jpg;Мультиколор;;100% хлопок;Демисезон;;/upload/import/IMG_0239 copy1.jpg;/upload/import/IMG_0240 copy1.jpg;/upload/import/IMG_0241 copy1.jpg;;;;2;1;1;
;;;Толстовка;838326-S;838326;2750;Tommy Hilfiger;;Мультиколор;                 S;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;838326-M;838326;2750;Tommy Hilfiger;;Мультиколор;                M;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;838326-L;838326;2750;Tommy Hilfiger;;Мультиколор;                 L;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;838326-XL;838326;2750;Tommy Hilfiger;;Мультиколор;               XL;;Демисезон;;;;;;;;2;0;0;
;;;Толстовка;838326-XXL;838326;2750;Tommy Hilfiger;;Мультиколор;            XXL;;Демисезон;;;;;;;;2;0;0;
Мужская одежда;Рубашки;s.Oliver;Рубашка;080415_289;;1090;s.Oliver;/upload/import/080415_289.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_290.JPG;/upload/import/080415_291.JPG;;;;;2;1;;
;;;Рубашка;080415_289-L;080415_289;1090;s.Oliver;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Ralph Lauren;Рубашка;080415_22;;2850;Ralph Lauren;/upload/import/080415_22.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_23.JPG;/upload/import/080415_24.JPG;;;;;2;1;;
;;;Рубашка;080415_22-M;080415_22;2850;Ralph Lauren;;Клетка;                M;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_22-L;080415_22;2850;Ralph Lauren;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_22-XL;080415_22;2850;Ralph Lauren;;Клетка;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Lerros;Рубашка;080415_19;;1050;Lerros;/upload/import/080415_19.JPG;Мультиколор;;100% хлопок;Демисезон;;/upload/import/080415_20.JPG;/upload/import/080415_21.JPG;;;;;2;1;;
;;;Рубашка;080415_19-M;080415_19;1050;Lerros;;Мультиколор;                M;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Tom Tailor;Рубашка;080415_25;;1050;Tom Tailor;/upload/import/080415_25.JPG;Полоска;;100% хлопок;Демисезон;;/upload/import/080415_26.JPG;/upload/import/080415_27.JPG;;;;;2;1;;
;;;Рубашка;080415_25-L;080415_25;1050;Tom Tailor;;Полоска;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_25-XL;080415_25;1050;Tom Tailor;;Полоска;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Tom Tailor;Рубашка;080415_10;;1050;Tom Tailor;/upload/import/080415_10.JPG;Серый;;100% хлопок;Демисезон;;/upload/import/080415_11.JPG;/upload/import/080415_12.JPG;;;;;2;1;;
;;;Рубашка;080415_10-M;080415_10;1050;Tom Tailor;;Серый;                M;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Tom Tailor;Рубашка;080415_16;;1050;Tom Tailor;/upload/import/080415_16.JPG;Серый;;100% хлопок;Демисезон;;/upload/import/080415_17.JPG;/upload/import/080415_18.JPG;;;;;2;1;;
;;;Рубашка;080415_16-M;080415_16;1050;Tom Tailor;;Серый;                M;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Blend;Рубашка;080415_40;;950;Blend;/upload/import/080415_40.JPG;Синий;;100% хлопок;Демисезон;;/upload/import/080415_41.JPG;/upload/import/080415_42.JPG;;;;;2;1;;
;;;Рубашка;080415_40-XXL;080415_40;950;Blend;;Синий;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Tom Tailor;Рубашка;080415_7;;990;Tom Tailor;/upload/import/080415_7.JPG;Мультиколор;;100% хлопок;Демисезон;;/upload/import/080415_8.JPG;/upload/import/080415_9.JPG;;;;;2;1;;
;;;Рубашка;080415_7-XL;080415_7;990;Tom Tailor;;Мультиколор;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Ralph Lauren;Рубашка;080415_4;;2850;Ralph Lauren;/upload/import/080415_4.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_5.JPG;/upload/import/080415_6.JPG;;;;;2;1;;
;;;Рубашка;080415_4-M;080415_4;2850;Ralph Lauren;;Клетка;                M;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_4-L;080415_4;2850;Ralph Lauren;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_4-XL;080415_4;2850;Ralph Lauren;;Клетка;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Ralph Lauren;Рубашка;080415_1;;2850;Ralph Lauren;/upload/import/080415_1.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_2.JPG;/upload/import/080415_3.JPG;;;;;2;1;;
;;;Рубашка;080415_1-M;080415_1;2850;Ralph Lauren;;Клетка;                M;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_1-L;080415_1;2850;Ralph Lauren;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_1-XL;080415_1;2850;Ralph Lauren;;Клетка;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Blend;Рубашка;080415_57;;910;Blend;/upload/import/080415_57.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_59.JPG;/upload/import/080415_59.JPG;;;;;2;1;;
