Название раздела;Название раздела;Название раздела;Название товара;Артикул товара;Артикул родительского товара;Цена товара;Название производителя;Файл изображения для товара;Цвет;Размер;Состав;Сезон;Описание товара;Дополнительное изображение № 1;Дополнительное изображение № 2;Дополнительное изображение № 3;Дополнительное изображение № 4;Дополнительное изображение № 5;Дополнительное изображение № 6;"Склад ""Основной""";Флаг индексации;Новые поступления;
;;;Брюки;FP268D1-36;FP268D1;7500;Stefanel;;Сиреневый;36;;Демисезон;;;;;;;;2;0;;
;;;Брюки;FP268D1-38;FP268D1;7500;Stefanel;;Сиреневый;38;;Демисезон;;;;;;;;2;0;;
Женская одежда;Юбки;Stefanel;Юбка;FG206D;;8900;Stefanel;/upload/import/270315-370.JPG;Бежевый;;91% полиэстер 9% эластан;Демисезон;;/upload/import/270315-371.JPG;/upload/import/270315-372.JPG;/upload/import/270315-373.JPG;/upload/import/270315-369.JPG;;;2;1;;
;;;Юбка;FG206D-40;FG206D;8900;Stefanel;;Бежевый;40;;Демисезон;;;;;;;;2;0;;
Женская одежда;Юбки;Stefanel;Юбка;FG206D1;;8900;Stefanel;/upload/import/270315-263.JPG;Черный;;91% полиэстер 9% эластан;Демисезон;;/upload/import/270315-264.JPG;/upload/import/270315-265.JPG;/upload/import/270315-266.JPG;/upload/import/270315-267.JPG;;;2;1;;
;;;Юбка;FG206D1-34;FG206D1;8900;Stefanel;;Черный;34;;Демисезон;;;;;;;;2;0;;
;;;Юбка;FG206D1-36;FG206D1;8900;Stefanel;;Черный;36;;Демисезон;;;;;;;;2;0;;
;;;Юбка;FG206D1-40;FG206D1;8900;Stefanel;;Черный;40;;Демисезон;;;;;;;;2;0;;
Женская одежда;Юбки;Stefanel;Юбка;FG208D;;8900;Stefanel;/upload/import/270315-355.JPG;Мультиколор;;100% полиэстер;Демисезон;;/upload/import/270315-356.JPG;/upload/import/270315-357.JPG;/upload/import/270315-358.JPG;/upload/import/270315-359.JPG;;;2;1;;
;;;Юбка;FG208D-38;FG208D;8900;Stefanel;;Мультиколор;38;;Демисезон;;;;;;;;2;0;;
Женская одежда;Топы;Stefanel;Топ;FT242D;;6900;Stefanel;/upload/import/270315-361.JPG;Черный;;Материал верха: 100% шелк Материал подкладки: 100% модал;Демисезон;;/upload/import/270315-362.JPG;/upload/import/270315-363.JPG;/upload/import/270315-360.JPG;/upload/import/270315-364.JPG;;;2;1;;
;;;Топ;FT242D-XS;FT242D;6900;Stefanel;;Черный;               XS;;Демисезон;;;;;;;;2;0;;
;;;Топ;FT242D-S;FT242D;6900;Stefanel;;Черный;                 S;;Демисезон;;;;;;;;2;0;;
;;;Топ;FT242D-L;FT242D;6900;Stefanel;;Черный;                 L;;Демисезон;;;;;;;;2;0;;
Женская одежда;Майки, футболки;Stefanel;Футболка;FT221D;;5500;Stefanel;/upload/import/270315-319.JPG;Полоска;;100% хлопок;Лето;;/upload/import/270315-320.JPG;/upload/import/270315-321.JPG;/upload/import/270315-322.JPG;;;;2;1;;
;;;Футболка;FT221D-XS;FT221D;5500;Stefanel;;Полоска;               XS;;Лето;;;;;;;;2;0;;
;;;Футболка;FT221D-S;FT221D;5500;Stefanel;;Полоска;                 S;;Лето;;;;;;;;2;0;;
;;;Футболка;FT221D-M;FT221D;5500;Stefanel;;Полоска;                M;;Лето;;;;;;;;2;0;;
;;;Футболка;FT221D-L;FT221D;5500;Stefanel;;Полоска;                 L;;Лето;;;;;;;;2;0;;
Женская одежда;Майки, футболки;Stefanel;Футболка;FT221D1;;5500;Stefanel;/upload/import/270315-323.JPG;Полоска;;100% хлопок;Лето;;/upload/import/270315-324.JPG;/upload/import/270315-325.JPG;/upload/import/270315-326.JPG;;;;2;1;;
;;;Футболка;FT221D1-S;FT221D1;5500;Stefanel;;Полоска;                 S;;Лето;;;;;;;;2;0;;
;;;Футболка;FT221D1-L;FT221D1;5500;Stefanel;;Полоска;                 L;;Лето;;;;;;;;2;0;;
Женская одежда;Платья;Stefanel;Платье;FV250D;;11900;Stefanel;/upload/import/270315-229.JPG;Белый;;50% вискоза 41% хлопок 1% эластан;Демисезон;;/upload/import/270315-230.JPG;/upload/import/270315-231.JPG;/upload/import/270315-232.JPG;;;;2;1;;
;;;Платье;FV250D-38;FV250D;11900;Stefanel;;Белый;38;;Демисезон;;;;;;;;2;0;;
Женская одежда;Платья;Stefanel;Платье;FV250D1;;11900;Stefanel;/upload/import/270315-237.JPG;Бирюзовый;;50% вискоза 41% хлопок 1% эластан;Демисезон;;/upload/import/270315-238.JPG;/upload/import/270315-239.JPG;/upload/import/270315-240.JPG;;;;2;1;;
;;;Платье;FV250D1-42;FV250D1;11900;Stefanel;;Бирюзовый;42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Платья;Stefanel;Платье;FV250D2;;11900;Stefanel;/upload/import/270315-374.JPG;Синий;;50% вискоза 41% хлопок 1% эластан;Демисезон;;/upload/import/270315-375.JPG;/upload/import/270315-376.JPG;/upload/import/270315-377.JPG;;;;2;1;;
;;;Платье;FV250D2-36;FV250D2;11900;Stefanel;;Синий;36;;Демисезон;;;;;;;;2;0;;
;;;Платье;FV250D2-38;FV250D2;11900;Stefanel;;Синий;38;;Демисезон;;;;;;;;2;0;;
;;;Платье;FV250D2-40;FV250D2;11900;Stefanel;;Синий;40;;Демисезон;;;;;;;;2;0;;
Женская одежда;Свитеры;Stefanel;Свитер;XL209D;;8500;Stefanel;/upload/import/010415_136.JPG;Мультиколор;;48% шерсть 44% акрил 8% полиэстер;Демисезон;;/upload/import/010415_137.JPG;/upload/import/010415_138.JPG;/upload/import/010415_139.JPG;;;;2;1;;
;;;Свитер;XL209D-XS;XL209D;8500;Stefanel;;Мультиколор;               XS;;Демисезон;;;;;;;;2;0;;
Женская одежда;Свитеры;Stefanel;Свитер;XL208D;;8900;Stefanel;/upload/import/010415_173.jpg;Мультиколор;;48% шерсть 44% акрил 8% полиэстер;Демисезон;;/upload/import/010415_174.jpg;/upload/import/010415_175.jpg;/upload/import/010415_176.jpg;;;;2;1;;
;;;Свитер;XL208D-XS;XL208D;8900;Stefanel;;Мультиколор;               XS;;Демисезон;;;;;;;;2;0;;
Женская одежда;Леггинсы;Stefanel;Леггинсы;XP221D;;4500;Stefanel;/upload/import/010415_132.JPG;Черный;;96% вискоза 4% эластан;Демисезон;;/upload/import/010415_133.JPG;/upload/import/010415_134.JPG;/upload/import/010415_135.JPG;;;;2;1;;
;;;Леггинсы;XP221D-L;XP221D;4500;Stefanel;;Черный;                 L;;Демисезон;;;;;;;;2;0;;
Женская одежда;Юбки;Stefanel;Юбка;FG217D1;;10500;Stefanel;/upload/import/010415_29.JPG;Полоска;;81% хлопок 17% полиэстер 2% полиамид;Демисезон;;/upload/import/010415_30.JPG;/upload/import/010415_31.JPG;/upload/import/010415_28.JPG;;;;2;1;;
;;;Юбка;FG217D1-S;FG217D1;10500;Stefanel;;Полоска;                 S;;Демисезон;;;;;;;;2;0;;
;;;Юбка;FG217D1-M;FG217D1;10500;Stefanel;;Полоска;                M;;Демисезон;;;;;;;;2;0;;
Женская одежда;Пиджаки, жакеты;Stefanel;Жакет;FS214;;19500;Stefanel;/upload/import/010415_1.JPG;Полоска;;87% хлопок 13% полиэстер;Демисезон;;/upload/import/010415_2.JPG;/upload/import/010415_3.JPG;/upload/import/010415_4.JPG;;;;2;1;;
;;;Жакет;FS214-42;FS214;19500;Stefanel;;Полоска;42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Юбки;Stefanel;Юбка;FG215D;;7900;Stefanel;/upload/import/010415_5.JPG;Полоска;;87% хлопок 13% полиэстер;Демисезон;;/upload/import/010415_6.JPG;/upload/import/010415_7.JPG;/upload/import/010415_8.JPG;/upload/import/010415_1 - копия.JPG;;;2;1;;
;;;Юбка;FG215D-34;FG215D;7900;Stefanel;;Полоска;34;;Демисезон;;;;;;;;2;0;;
;;;Юбка;FG215D-40;FG215D;7900;Stefanel;;Полоска;40;;Демисезон;;;;;;;;2;0;;
Женская одежда;Пиджаки, жакеты;Stefanel;Жакет;FU215D;;17500;Stefanel;/upload/import/010415_177.jpg;Полоска;;87% хлопок 13% полиэстер;Демисезон;;/upload/import/010415_179.jpg;/upload/import/010415_180.jpg;/upload/import/010415_181.jpg;/upload/import/010415_178.jpg;;;2;1;;
;;;Жакет;FU215D-42;FU215D;17500;Stefanel;;Полоска;42;;Демисезон;;;;;;;;2;0;;
Женская одежда;Шорты, капри;Stefanel;Шорты;FP259D;;8500;Stefanel;/upload/import/010415_86.JPG;Полоска;;52% хлопок 48% лен;Лето;;/upload/import/010415_87.JPG;/upload/import/010415_88.JPG;/upload/import/010415_89.JPG;/upload/import/010415_85.JPG;;;2;1;;
;;;Шорты;FP259D-34;FP259D;8500;Stefanel;;Полоска;34;;Лето;;;;;;;;2;0;;
;;;Шорты;FP259D-36;FP259D;8500;Stefanel;;Полоска;36;;Лето;;;;;;;;2;0;;
;;;Шорты;FP259D-38;FP259D;8500;Stefanel;;Полоска;38;;Лето;;;;;;;;2;0;;
;;;Шорты;FP259D-40;FP259D;8500;Stefanel;;Полоска;40;;Лето;;;;;;;;2;0;;
Женская одежда;Шорты, капри;Stefanel;Шорты;FP259D1;;8500;Stefanel;/upload/import/010415_95.JPG;Полоска;;52% хлопок 48% лен;Лето;;/upload/import/010415_96.JPG;/upload/import/010415_97.JPG;/upload/import/010415_98.JPG;/upload/import/010415_94.JPG;;;2;1;;
;;;Шорты;FP259D1-34;FP259D1;8500;Stefanel;;Полоска;34;;Лето;;;;;;;;2;0;;
;;;Шорты;FP259D1-36;FP259D1;8500;Stefanel;;Полоска;36;;Лето;;;;;;;;2;0;;
;;;Шорты;FP259D1-38;FP259D1;8500;Stefanel;;Полоска;38;;Лето;;;;;;;;2;0;;
;;;Шорты;FP259D1-40;FP259D1;8500;Stefanel;;Полоска;40;;Лето;;;;;;;;2;0;;
Женская одежда;Шорты, капри;Stefanel;Шорты;FP249D;;6900;Stefanel;/upload/import/010415_99.JPG;Мультиколор;;100% хлопок;Лето;;/upload/import/010415_101.JPG;/upload/import/010415_102.JPG;/upload/import/010415_103.JPG;/upload/import/010415_104.JPG;/upload/import/010415_100.JPG;;2;1;;
;;;Шорты;FP249D-36;FP249D;6900;Stefanel;;Мультиколор;36;;Лето;;;;;;;;2;0;;
Женская одежда;Юбки;Stefanel;Юбка;FG205D;;10500;Stefanel;/upload/import/010415_77.JPG;Полоска;;100% полиэстер;Лето;;/upload/import/010415_78.JPG;/upload/import/010415_79.JPG;/upload/import/010415_80.JPG;/upload/import/010415_76.JPG;;;2;1;;
;;;Юбка;FG205D-XS;FG205D;10500;Stefanel;;Полоска;               XS;;Лето;;;;;;;;2;0;;
;;;Юбка;FG205D-S;FG205D;10500;Stefanel;;Полоска;                 S;;Лето;;;;;;;;2;0;;
;;;Юбка;FG205D-M;FG205D;10500;Stefanel;;Полоска;                M;;Лето;;;;;;;;2;0;;
Женская одежда;Юбки;Stefanel;Юбка;FG213D;;9900;Stefanel;/upload/import/010415_111.JPG;Зеленый;;100% вискоза;Лето;;/upload/import/010415_112.JPG;/upload/import/010415_113.JPG;/upload/import/010415_114_1..jpg;;;;2;1;;
;;;Юбка;FG213D-34;FG213D;9900;Stefanel;;Зеленый;34;;Лето;;;;;;;;2;0;;
;;;Юбка;FG213D-36;FG213D;9900;Stefanel;;Зеленый;36;;Лето;;;;;;;;2;0;;
;;;Юбка;FG213D-38;FG213D;9900;Stefanel;;Зеленый;38;;Лето;;;;;;;;2;0;;
Женская одежда;Юбки;Stefanel;Юбка;FG213D1;;9900;Stefanel;/upload/import/010415_116.JPG;Черный;;100% вискоза;Лето;;/upload/import/010415_117.JPG;/upload/import/010415_118.JPG;/upload/import/010415_119.JPG;/upload/import/010415_115.JPG;;;2;1;;
;;;Юбка;FG213D1-34;FG213D1;9900;Stefanel;;Черный;34;;Лето;;;;;;;;2;0;;
;;;Юбка;FG213D1-36;FG213D1;9900;Stefanel;;Черный;36;;Лето;;;;;;;;2;0;;
;;;Юбка;FG213D1-38;FG213D1;9900;Stefanel;;Черный;38;;Лето;;;;;;;;2;0;;
;;;Юбка;FG213D1-40;FG213D1;9900;Stefanel;;Черный;40;;Лето;;;;;;;;2;0;;
Женская одежда;Юбки;Stefanel;Юбка;FG202D;;10900;Stefanel;/upload/import/010415_19.JPG;Полоска;;100% полиэстер;Лето;;/upload/import/010415_20.JPG;/upload/import/010415_21.JPG;/upload/import/010415_22.JPG;/upload/import/010415_17.JPG;;;2;1;;
;;;Юбка;FG202D-36;FG202D;10900;Stefanel;;Полоска;36;;Лето;;;;;;;;2;0;;
;;;Юбка;FG202D-38;FG202D;10900;Stefanel;;Полоска;38;;Лето;;;;;;;;2;0;;
;;;Юбка;FG202D-40;FG202D;10900;Stefanel;;Полоска;40;;Лето;;;;;;;;2;0;;
;;;Юбка;FG202D-42;FG202D;10900;Stefanel;;Полоска;42;;Лето;;;;;;;;2;0;;
Женская одежда;Юбки;Stefanel;Юбка;FG235D;;10500;Stefanel;/upload/import/010415_10.JPG;Мультиколор;;100% хлопок;Лето;;/upload/import/010415_11.JPG;/upload/import/010415_12.JPG;/upload/import/010415_13.JPG;/upload/import/010415_9 - копия.JPG;;;2;1;;
;;;Юбка;FG235D-34;FG235D;10500;Stefanel;;Мультиколор;34;;Лето;;;;;;;;2;0;;
;;;Юбка;FG235D-36;FG235D;10500;Stefanel;;Мультиколор;36;;Лето;;;;;;;;2;0;;
Женская одежда;Пиджаки, жакеты;Stefanel;Жакет;FU233D;;12500;Stefanel;/upload/import/270315-240_1.jpg;Бирюзовый;;50% вискоза 41% хлопок 1% эластан;Демисезон;;/upload/import/270315-242..JPG;/upload/import/270315-243..JPG;/upload/import/270315-244..JPG;/upload/import/270315-241..JPG;;;2;1;;
;;;Жакет;FU233D-36;FU233D;12500;Stefanel;;Бирюзовый;36;;Демисезон;;;;;;;;2;0;;
;;;Жакет;FU233D-38;FU233D;12500;Stefanel;;Бирюзовый;38;;Демисезон;;;;;;;;2;0;;
Женская одежда;Пиджаки, жакеты;Stefanel;Жакет;FU233D1;;12500;Stefanel;/upload/import/270315-236.JPG;Белый;;50% вискоза 41% хлопок 1% эластан;Демисезон;;/upload/import/270315-233.JPG;/upload/import/270315-234.JPG;/upload/import/270315-235.JPG;;;;2;1;;
;;;Жакет;FU233D1-40;FU233D1;12500;Stefanel;;Белый;40;;Демисезон;;;;;;;;2;0;;
Женская одежда;Свитеры;Stefanel;Свитер;XL204D;;6500;Stefanel;/upload/import/270315-209.JPG;Бежевый;;68% вискоза18% шерсть14% полиэстер;Демисезон;;/upload/import/270315-210.JPG;/upload/import/270315-211.JPG;/upload/import/270315-212.JPG;;;;2;1;;
;;;Свитер;XL204D-XS;XL204D;6500;Stefanel;;Бежевый;               XS;;Демисезон;;;;;;;;2;0;;
;;;Свитер;XL204D-M;XL204D;6500;Stefanel;;Бежевый;                M;;Демисезон;;;;;;;;2;0;;
;;;Свитер;XL204D-L;XL204D;6500;Stefanel;;Бежевый;                 L;;Демисезон;;;;;;;;2;0;;
Женская одежда;Свитеры;Stefanel;Свитер;XL204D1;;6500;Stefanel;/upload/import/270315-213.JPG;Бежевый;;68% вискоза18% шерсть14% полиэстер;Демисезон;;/upload/import/270315-214.JPG;/upload/import/270315-215.JPG;/upload/import/270315-216.JPG;;;;2;1;;
;;;Свитер;XL204D1-XS;XL204D1;6500;Stefanel;;Бежевый;               XS;;Демисезон;;;;;;;;2;0;;
;;;Свитер;XL204D1-L:;XL204D1;6500;Stefanel;;Бежевый;                 L;;Демисезон;;;;;;;;2;0;;
Женская одежда;Пиджаки, жакеты;Stefanel;Пиджак;FU236D;;11500;Stefanel;/upload/import/010415_182.jpg;Синий;;95% хлоплк 5% эластан;Демисезон;;/upload/import/010415_183.jpg;/upload/import/010415_184.jpg;/upload/import/010415_185.jpg;;;;2;1;;
;;;Пиджак;FU236D-36;FU236D;11500;Stefanel;;Синий;36;;Демисезон;;;;;;;;2;0;;
Женская одежда;Пиджаки, жакеты;Stefanel;Пиджак;FU236D1;;11500;Stefanel;/upload/import/270315-143.JPG;Белый;;95% хлоплк 5% эластан;Демисезон;;/upload/import/270315-144.JPG;/upload/import/270315-145.JPG;/upload/import/270315-146.JPG;/upload/import/270315-142.JPG;;;2;1;;
;;;Пиджак;FU236D1-36;FU236D1;11500;Stefanel;;Белый;36;;Демисезон;;;;;;;;2;0;;
;;;Пиджак;FU236D1-38;FU236D1;11500;Stefanel;;Белый;38;;Демисезон;;;;;;;;2;0;;
;;;Пиджак;FU236D1-40;FU236D1;11500;Stefanel;;Белый;40;;Демисезон;;;;;;;;2;0;;
;;;Пиджак;FU236D1-42;FU236D1;11500;Stefanel;;Белый;42;;Демисезон;;;;;;;;2;0;;
;;;Пиджак;FU236D1-44;FU236D1;11500;Stefanel;;Белый;44;;Демисезон;;;;;;;;2;0;;
Женская одежда;Блузки, рубашки;Stefanel;Рубашка;FC218D;;4900;Stefanel;/upload/import/270315-274.JPG;Белый;;100% хлопок;Демисезон;;/upload/import/270315-275.JPG;/upload/import/270315-276.JPG;/upload/import/270315-277.JPG;;;;2;1;;
;;;Рубашка;FC218D-L;FC218D;4900;Stefanel;;Белый;                 L;;Демисезон;;;;;;;;2;0;;
Женская одежда;Водолазки;Stefanel;Водолазка;XL170D;;7900;Stefanel;/upload/import/270315-151.JPG;Бежевый;;100% шерсть;Демисезон;;/upload/import/270315-152.JPG;/upload/import/270315-153.JPG;/upload/import/270315-154.JPG;;;;2;1;;
;;;Водолазка;XL170D-XS;XL170D;7900;Stefanel;;Бежевый;               XS;;Демисезон;;;;;;;;2;0;;
Женская одежда;Свитеры;Stefanel;Свитер;XL304D;;5900;Stefanel;/upload/import/270315-98.JPG;Серый;;80% шерсть 20% полиамид;Демисезон;;/upload/import/270315-99.JPG;/upload/import/270315-100.JPG;/upload/import/270315-101.JPG;;;;2;1;;
;;;Свитер;XL304D-XL;XL304D;5900;Stefanel;;Серый;               XL;;Демисезон;;;;;;;;2;0;;
Женская одежда;Свитеры;Stefanel;Свитер;XL304D1;;5900;Stefanel;/upload/import/270315-86.JPG;Бежевый;;80% шерсть 20% полиамид;Демисезон;;/upload/import/270315-87.JPG;/upload/import/270315-88.JPG;/upload/import/270315-89.JPG;;;;2;1;;
;;;Свитер;XL304D1-M;XL304D1;5900;Stefanel;;Бежевый;                M;;Демисезон;;;;;;;;2;0;;
Женская одежда;Платья;Stefanel;Платье;XV222D;;16900;Stefanel;/upload/import/180315_121 .JPG;Синий;;100% кашемир;Демисезон;;/upload/import/180315_122 .JPG;/upload/import/180315_123 .JPG;/upload/import/180315_124 .JPG;;;;2;1;;
